"Contour Plot"		
""		
"Frequency / Hz"	"Z"	"Theta / deg"
4,500	91.3359	-80
4,620	90.7979	-80
4,750	90.2433	-80
4,870	90.198	-80
5,000	90.3272	-80
5,150	90.2784	-80
5,300	89.9922	-80
5,450	89.7369	-80
5,600	89.8071	-80
5,800	90.2218	-80
6,000	90.442	-80
6,150	90.389	-80
6,300	90.3248	-80
6,500	90.5372	-80
6,700	90.9314	-80
6,900	90.9716	-80
7,100	90.6324	-80
7,300	90.4388	-80
7,500	90.4741	-80
7,750	90.4785	-80
8,000	90.4558	-80
8,250	90.3315	-80
8,500	90.2311	-80
8,750	90.2788	-80
9,000	90.3641	-80
9,250	90.3801	-80
9,500	90.3007	-80
9,750	90.2882	-80
10,000	90.4861	-80
10,300	90.7043	-80
10,600	90.4347	-80
10,900	89.759	-80
11,200	89.1423	-80
11,500	88.9151	-80
11,800	89.0066	-80
12,200	89.0865	-80
12,500	88.7657	-80
12,800	88.022	-80
13,200	86.4426	-80
13,600	84.2292	-80
14,000	82.0056	-80
14,500	80.3901	-80
15,000	79.8519	-80
15,500	79.2585	-80
16,000	78.7993	-80
16,500	80.073	-80
17,000	82.0491	-80
17,500	83.2355	-80
18,000	83.6233	-80
18,500	83.6924	-80
19,000	83.6195	-80
19,500	83.3797	-80
23.6	77.4191	-70
24.3	77.4477	-70
25	77.4756	-70
25.8	77.5064	-70
26.5	77.5326	-70
27.2	77.5582	-70
28	77.5866	-70
29	77.6234	-70
30	77.6667	-70
30.7	77.6995	-70
31.5	77.7371	-70
32.5	77.7829	-70
33.5	77.8272	-70
34.5	77.8717	-70
35.5	77.9205	-70
36.5	77.9745	-70
37.5	78.0297	-70
38.7	78.094	-70
40	78.1622	-70
41.2	78.2289	-70
42.5	78.3089	-70
43.7	78.3842	-70
45	78.4636	-70
46.2	78.5374	-70
47.5	78.6225	-70
48.7	78.7058	-70
50	78.7965	-70
51.5	78.8995	-70
53	79.0062	-70
54.5	79.12	-70
56	79.2354	-70
58	79.3888	-70
60	79.5504	-70
61.5	79.6743	-70
63	79.7986	-70
65	79.9678	-70
67	80.1435	-70
69	80.3205	-70
71	80.5007	-70
73	80.6854	-70
75	80.8721	-70
77.5	81.1086	-70
80	81.3483	-70
82.5	81.59	-70
85	81.8351	-70
87.5	82.0815	-70
90	82.3296	-70
92.5	82.5784	-70
95	82.8271	-70
97.5	83.0754	-70
100	83.3232	-70
103	83.6195	-70
106	83.9134	-70
109	84.2044	-70
112	84.4921	-70
115	84.7757	-70
118	85.0551	-70
122	85.42	-70
125	85.6875	-70
128	85.9494	-70
132	86.2893	-70
136	86.6182	-70
140	86.9357	-70
145	87.3156	-70
150	87.6766	-70
155	88.0186	-70
160	88.3416	-70
165	88.6458	-70
170	88.9308	-70
175	89.1961	-70
180	89.4427	-70
185	89.6714	-70
190	89.8829	-70
195	90.0777	-70
200	90.2557	-70
206	90.4483	-70
212	90.6194	-70
218	90.7702	-70
224	90.902	-70
230	91.0162	-70
236	91.114	-70
243	91.2095	-70
250	91.2877	-70
258	91.3586	-70
265	91.4066	-70
272	91.4438	-70
280	91.4763	-70
290	91.5068	-70
300	91.5311	-70
307	91.547	-70
315	91.5663	-70
325	91.5946	-70
335	91.6299	-70
345	91.6743	-70
355	91.7285	-70
365	91.792	-70
375	91.8637	-70
387	91.958	-70
400	92.0654	-70
412	92.1645	-70
425	92.2669	-70
437	92.353	-70
450	92.4343	-70
462	92.497	-70
475	92.5516	-70
487	92.591	-70
500	92.6243	-70
515	92.6553	-70
530	92.6835	-70
545	92.7133	-70
560	92.7482	-70
580	92.8028	-70
600	92.8624	-70
615	92.9044	-70
630	92.9377	-70
650	92.9609	-70
670	92.9539	-70
690	92.9167	-70
710	92.8588	-70
730	92.7974	-70
750	92.7563	-70
775	92.7612	-70
800	92.8451	-70
825	92.9988	-70
850	93.185	-70
875	93.3553	-70
900	93.4673	-70
925	93.497	-70
950	93.4442	-70
975	93.3331	-70
1,000	93.2071	-70
1,030	93.0994	-70
1,060	93.0861	-70
1,090	93.1651	-70
1,120	93.2886	-70
1,150	93.3969	-70
1,180	93.4466	-70
1,220	93.4091	-70
1,250	93.3089	-70
1,280	93.1418	-70
1,320	92.8071	-70
1,360	92.3116	-70
1,400	91.6526	-70
1,450	90.7519	-70
1,500	90.0367	-70
1,550	89.5601	-70
1,600	89.0322	-70
1,650	88.1376	-70
1,700	86.8234	-70
1,750	85.28	-70
1,800	83.8017	-70
1,850	82.8526	-70
1,900	82.9196	-70
1,950	83.9003	-70
2,000	85.1242	-70
2,060	86.277	-70
2,120	87.1197	-70
2,180	87.8406	-70
2,240	88.4909	-70
2,300	89.0976	-70
2,360	89.7162	-70
2,430	90.4307	-70
2,500	91.0077	-70
2,580	91.4558	-70
2,650	91.7834	-70
2,720	92.1058	-70
2,800	92.4319	-70
2,900	92.7441	-70
3,000	92.9231	-70
3,070	93.0084	-70
3,150	93.0663	-70
3,250	93.0465	-70
3,350	93.0833	-70
3,450	93.2592	-70
3,550	93.3749	-70
3,650	93.3556	-70
3,750	93.2453	-70
3,870	93.1682	-70
4,000	93.2687	-70
4,120	93.422	-70
4,250	93.5537	-70
4,370	93.6156	-70
4,500	93.4732	-70
4,620	93.0552	-70
4,750	92.6021	-70
4,870	92.4416	-70
5,000	92.4447	-70
5,150	92.4158	-70
5,300	92.2746	-70
5,450	92.2137	-70
5,600	92.337	-70
5,800	92.5911	-70
6,000	92.7443	-70
6,150	92.7361	-70
6,300	92.7655	-70
6,500	93.0297	-70
6,700	93.3496	-70
6,900	93.4592	-70
7,100	93.2972	-70
7,300	93.0436	-70
7,500	92.8533	-70
7,750	92.7032	-70
8,000	92.6137	-70
8,250	92.4663	-70
8,500	92.35	-70
8,750	92.3914	-70
9,000	92.5167	-70
9,250	92.5651	-70
9,500	92.5275	-70
9,750	92.6344	-70
10,000	92.9649	-70
10,300	93.2781	-70
10,600	93.081	-70
10,900	92.5268	-70
11,200	91.9317	-70
11,500	91.5469	-70
11,800	91.483	-70
12,200	91.4916	-70
12,500	91.1255	-70
12,800	90.3734	-70
13,200	88.9524	-70
13,600	86.9984	-70
14,000	84.7545	-70
14,500	82.6009	-70
15,000	81.6123	-70
15,500	80.5979	-70
16,000	79.818	-70
16,500	80.8514	-70
17,000	83.0417	-70
17,500	84.7764	-70
18,000	85.5826	-70
18,500	85.9146	-70
19,000	86.0026	-70
19,500	85.7107	-70
23.6	69.5648	-60
24.3	69.8276	-60
25	70.083	-60
25.8	70.3662	-60
26.5	70.607	-60
27.2	70.8414	-60
28	71.1021	-60
29	71.4199	-60
30	71.7343	-60
30.7	71.9513	-60
31.5	72.1944	-60
32.5	72.4898	-60
33.5	72.7762	-60
34.5	73.0551	-60
35.5	73.3298	-60
36.5	73.6011	-60
37.5	73.8669	-60
38.7	74.1767	-60
40	74.5019	-60
41.2	74.7957	-60
42.5	75.1092	-60
43.7	75.3919	-60
45	75.6896	-60
46.2	75.9578	-60
47.5	76.2431	-60
48.7	76.502	-60
50	76.7763	-60
51.5	77.0844	-60
53	77.3854	-60
54.5	77.6804	-60
56	77.9686	-60
58	78.3417	-60
60	78.7044	-60
61.5	78.9696	-60
63	79.2288	-60
65	79.5657	-60
67	79.8934	-60
69	80.2119	-60
71	80.5216	-60
73	80.8228	-60
75	81.1159	-60
77.5	81.471	-60
80	81.8144	-60
82.5	82.1464	-60
85	82.4674	-60
87.5	82.7779	-60
90	83.0782	-60
92.5	83.3686	-60
95	83.6497	-60
97.5	83.9218	-60
100	84.185	-60
103	84.4897	-60
106	84.7828	-60
109	85.0648	-60
112	85.336	-60
115	85.5971	-60
118	85.8484	-60
122	86.169	-60
125	86.3992	-60
128	86.6209	-60
132	86.9041	-60
136	87.1743	-60
140	87.4318	-60
145	87.7368	-60
150	88.0249	-60
155	88.2975	-60
160	88.5557	-60
165	88.8005	-60
170	89.0326	-60
175	89.2526	-60
180	89.4613	-60
185	89.6596	-60
190	89.8481	-60
195	90.0269	-60
200	90.1964	-60
206	90.3875	-60
212	90.5659	-60
218	90.7316	-60
224	90.8848	-60
230	91.0257	-60
236	91.1542	-60
243	91.2891	-60
250	91.4083	-60
258	91.5263	-60
265	91.6138	-60
272	91.6875	-60
280	91.7566	-60
290	91.824	-60
300	91.8747	-60
307	91.9025	-60
315	91.9287	-60
325	91.9575	-60
335	91.9865	-60
345	92.0198	-60
355	92.0609	-60
365	92.1117	-60
375	92.174	-60
387	92.2636	-60
400	92.3759	-60
412	92.4898	-60
425	92.6184	-60
437	92.736	-60
450	92.8563	-60
462	92.9558	-60
475	93.0472	-60
487	93.1143	-60
500	93.1678	-60
515	93.2074	-60
530	93.2281	-60
545	93.236	-60
560	93.2385	-60
580	93.2438	-60
600	93.2594	-60
615	93.2791	-60
630	93.3039	-60
650	93.3372	-60
670	93.3611	-60
690	93.368	-60
710	93.357	-60
730	93.3355	-60
750	93.3191	-60
775	93.3305	-60
800	93.3984	-60
825	93.5251	-60
850	93.6882	-60
875	93.8493	-60
900	93.9694	-60
925	94.0225	-60
950	94.0052	-60
975	93.94	-60
1,000	93.8713	-60
1,030	93.8468	-60
1,060	93.9271	-60
1,090	94.1005	-60
1,120	94.3086	-60
1,150	94.4838	-60
1,180	94.5788	-60
1,220	94.5764	-60
1,250	94.4968	-60
1,280	94.3579	-60
1,320	94.0818	-60
1,360	93.6635	-60
1,400	93.0809	-60
1,450	92.2414	-60
1,500	91.5203	-60
1,550	90.9706	-60
1,600	90.3275	-60
1,650	89.2985	-60
1,700	87.8769	-60
1,750	86.3297	-60
1,800	84.9728	-60
1,850	84.1451	-60
1,900	84.1893	-60
1,950	85.0486	-60
2,000	86.1962	-60
2,060	87.3559	-60
2,120	88.2268	-60
2,180	88.9854	-60
2,240	89.7024	-60
2,300	90.3729	-60
2,360	91.0226	-60
2,430	91.7585	-60
2,500	92.353	-60
2,580	92.7788	-60
2,650	93.0859	-60
2,720	93.4324	-60
2,800	93.8051	-60
2,900	94.1352	-60
3,000	94.3327	-60
3,070	94.4507	-60
3,150	94.5927	-60
3,250	94.7115	-60
3,350	94.8277	-60
3,450	95.0075	-60
3,550	95.0812	-60
3,650	95.0459	-60
3,750	95.0171	-60
3,870	95.0822	-60
4,000	95.1774	-60
4,120	95.238	-60
4,250	95.3544	-60
4,370	95.5325	-60
4,500	95.4505	-60
4,620	94.9238	-60
4,750	94.3468	-60
4,870	94.2042	-60
5,000	94.3072	-60
5,150	94.3705	-60
5,300	94.257	-60
5,450	94.1273	-60
5,600	94.1368	-60
5,800	94.334	-60
6,000	94.5441	-60
6,150	94.5425	-60
6,300	94.5677	-60
6,500	94.8764	-60
6,700	95.2784	-60
6,900	95.4693	-60
7,100	95.2476	-60
7,300	94.8494	-60
7,500	94.5655	-60
7,750	94.2765	-60
8,000	93.9526	-60
8,250	93.7571	-60
8,500	93.6916	-60
8,750	93.6835	-60
9,000	93.8413	-60
9,250	94.0973	-60
9,500	94.234	-60
9,750	94.3213	-60
10,000	94.565	-60
10,300	94.897	-60
10,600	94.8735	-60
10,900	94.5894	-60
11,200	94.1941	-60
11,500	93.795	-60
11,800	93.5574	-60
12,200	93.3802	-60
12,500	92.9367	-60
12,800	92.0776	-60
13,200	90.4068	-60
13,600	88.3985	-60
14,000	86.1561	-60
14,500	82.9532	-60
15,000	79.7586	-60
15,500	77.3124	-60
16,000	76.5351	-60
16,500	77.8449	-60
17,000	80.3443	-60
17,500	82.7932	-60
18,000	84.4175	-60
18,500	85.4432	-60
19,000	86.1145	-60
19,500	86.2372	-60
23.6	69.8547	-50
24.3	70.1053	-50
25	70.3489	-50
25.8	70.619	-50
26.5	70.8485	-50
27.2	71.0721	-50
28	71.3207	-50
29	71.6245	-50
30	71.9275	-50
30.7	72.1375	-50
31.5	72.3731	-50
32.5	72.6594	-50
33.5	72.937	-50
34.5	73.2076	-50
35.5	73.475	-50
36.5	73.7402	-50
37.5	74.0003	-50
38.7	74.3035	-50
40	74.622	-50
41.2	74.9102	-50
42.5	75.2187	-50
43.7	75.4973	-50
45	75.7906	-50
46.2	76.055	-50
47.5	76.3369	-50
48.7	76.593	-50
50	76.8647	-50
51.5	77.1698	-50
53	77.4682	-50
54.5	77.7612	-50
56	78.0476	-50
58	78.4187	-50
60	78.7799	-50
61.5	79.0443	-50
63	79.3028	-50
65	79.6392	-50
67	79.9668	-50
69	80.2854	-50
71	80.5955	-50
73	80.8975	-50
75	81.1915	-50
77.5	81.5482	-50
80	81.8935	-50
82.5	82.2276	-50
85	82.551	-50
87.5	82.8642	-50
90	83.1674	-50
92.5	83.461	-50
95	83.7454	-50
97.5	84.021	-50
100	84.2879	-50
103	84.5972	-50
106	84.895	-50
109	85.1819	-50
112	85.4581	-50
115	85.7243	-50
118	85.9807	-50
122	86.3082	-50
125	86.5436	-50
128	86.7704	-50
132	87.0603	-50
136	87.3371	-50
140	87.601	-50
145	87.9136	-50
150	88.2088	-50
155	88.488	-50
160	88.7521	-50
165	89.0022	-50
170	89.2389	-50
175	89.4627	-50
180	89.6746	-50
185	89.8754	-50
190	90.0658	-50
195	90.2461	-50
200	90.4164	-50
206	90.6081	-50
212	90.7866	-50
218	90.9522	-50
224	91.1052	-50
230	91.246	-50
236	91.3748	-50
243	91.5104	-50
250	91.6312	-50
258	91.752	-50
265	91.8432	-50
272	91.9218	-50
280	91.9983	-50
290	92.0771	-50
300	92.1417	-50
307	92.1806	-50
315	92.2208	-50
325	92.2688	-50
335	92.3182	-50
345	92.3725	-50
355	92.4347	-50
365	92.5062	-50
375	92.588	-50
387	92.6993	-50
400	92.8325	-50
412	92.9628	-50
425	93.1064	-50
437	93.2354	-50
450	93.3654	-50
462	93.4718	-50
475	93.5685	-50
487	93.6387	-50
500	93.6934	-50
515	93.7319	-50
530	93.7489	-50
545	93.7509	-50
560	93.7458	-50
580	93.7401	-50
600	93.7461	-50
615	93.7617	-50
630	93.7867	-50
650	93.8283	-50
670	93.8702	-50
690	93.9041	-50
710	93.9259	-50
730	93.9384	-50
750	93.952	-50
775	93.9894	-50
800	94.0684	-50
825	94.194	-50
850	94.352	-50
875	94.5152	-50
900	94.6555	-50
925	94.7537	-50
950	94.8071	-50
975	94.8316	-50
1,000	94.858	-50
1,030	94.9333	-50
1,060	95.0801	-50
1,090	95.2842	-50
1,120	95.5002	-50
1,150	95.6786	-50
1,180	95.7847	-50
1,220	95.8115	-50
1,250	95.7583	-50
1,280	95.6447	-50
1,320	95.3993	-50
1,360	95.0138	-50
1,400	94.4636	-50
1,450	93.6351	-50
1,500	92.8554	-50
1,550	92.201	-50
1,600	91.4769	-50
1,650	90.4287	-50
1,700	89.0458	-50
1,750	87.5978	-50
1,800	86.4024	-50
1,850	85.7065	-50
1,900	85.7232	-50
1,950	86.4326	-50
2,000	87.4703	-50
2,060	88.6353	-50
2,120	89.5628	-50
2,180	90.3486	-50
2,240	91.0669	-50
2,300	91.7334	-50
2,360	92.3561	-50
2,430	93.0204	-50
2,500	93.5557	-50
2,580	93.985	-50
2,650	94.3288	-50
2,720	94.7111	-50
2,800	95.1176	-50
2,900	95.4948	-50
3,000	95.754	-50
3,070	95.9034	-50
3,150	96.0896	-50
3,250	96.2781	-50
3,350	96.397	-50
3,450	96.5423	-50
3,550	96.6362	-50
3,650	96.6913	-50
3,750	96.7688	-50
3,870	96.8892	-50
4,000	96.9922	-50
4,120	97.1145	-50
4,250	97.296	-50
4,370	97.4688	-50
4,500	97.2411	-50
4,620	96.4657	-50
4,750	95.6712	-50
4,870	95.4664	-50
5,000	95.5865	-50
5,150	95.6565	-50
5,300	95.5778	-50
5,450	95.5619	-50
5,600	95.7085	-50
5,800	95.9323	-50
6,000	96.0096	-50
6,150	95.9974	-50
6,300	96.0915	-50
6,500	96.4586	-50
6,700	96.8694	-50
6,900	97.0756	-50
7,100	96.8885	-50
7,300	96.5085	-50
7,500	96.1314	-50
7,750	95.6096	-50
8,000	95.1122	-50
8,250	94.806	-50
8,500	94.6834	-50
8,750	94.7511	-50
9,000	95.0146	-50
9,250	95.3742	-50
9,500	95.6394	-50
9,750	95.7541	-50
10,000	95.8894	-50
10,300	96.1586	-50
10,600	96.3321	-50
10,900	96.3465	-50
11,200	96.2729	-50
11,500	96.1654	-50
11,800	96.0275	-50
12,200	95.6721	-50
12,500	95.0856	-50
12,800	94.15	-50
13,200	92.561	-50
13,600	90.8907	-50
14,000	88.9666	-50
14,500	85.9152	-50
15,000	82.6603	-50
15,500	79.3456	-50
16,000	76.5667	-50
16,500	73.7389	-50
17,000	72.9532	-50
17,500	74.9371	-50
18,000	77.2885	-50
18,500	79.3563	-50
19,000	81.6342	-50
19,500	83.8985	-50
23.6	69.5053	-40
24.3	69.7838	-40
25	70.0545	-40
25.8	70.3546	-40
26.5	70.6097	-40
27.2	70.8582	-40
28	71.1344	-40
29	71.4705	-40
30	71.8003	-40
30.7	72.0268	-40
31.5	72.2803	-40
32.5	72.5882	-40
33.5	72.8867	-40
34.5	73.1773	-40
35.5	73.4625	-40
36.5	73.7432	-40
37.5	74.0178	-40
38.7	74.3378	-40
40	74.6737	-40
41.2	74.9765	-40
42.5	75.2989	-40
43.7	75.5893	-40
45	75.8951	-40
46.2	76.1703	-40
47.5	76.4628	-40
48.7	76.7277	-40
50	77.0084	-40
51.5	77.3235	-40
53	77.631	-40
54.5	77.932	-40
56	78.2258	-40
58	78.6061	-40
60	78.9752	-40
61.5	79.2449	-40
63	79.5084	-40
65	79.8506	-40
67	80.1831	-40
69	80.5061	-40
71	80.8197	-40
73	81.1246	-40
75	81.421	-40
77.5	81.7798	-40
80	82.1263	-40
82.5	82.4611	-40
85	82.7843	-40
87.5	83.0967	-40
90	83.3984	-40
92.5	83.69	-40
95	83.9718	-40
97.5	84.2444	-40
100	84.5078	-40
103	84.8122	-40
106	85.1048	-40
109	85.3858	-40
112	85.6558	-40
115	85.9154	-40
118	86.1649	-40
122	86.4828	-40
125	86.7108	-40
128	86.93	-40
132	87.2098	-40
136	87.4765	-40
140	87.7304	-40
145	88.0309	-40
150	88.3147	-40
155	88.5832	-40
160	88.8378	-40
165	89.0794	-40
170	89.309	-40
175	89.5272	-40
180	89.7349	-40
185	89.9332	-40
190	90.1224	-40
195	90.303	-40
200	90.4752	-40
206	90.6708	-40
212	90.855	-40
218	91.0279	-40
224	91.1895	-40
230	91.3399	-40
236	91.479	-40
243	91.6275	-40
250	91.7615	-40
258	91.8976	-40
265	92.002	-40
272	92.0934	-40
280	92.1838	-40
290	92.2789	-40
300	92.3585	-40
307	92.407	-40
315	92.4575	-40
325	92.5172	-40
335	92.5772	-40
345	92.6415	-40
355	92.7132	-40
365	92.7939	-40
375	92.8851	-40
387	93.0081	-40
400	93.1548	-40
412	93.2986	-40
425	93.458	-40
437	93.6021	-40
450	93.7489	-40
462	93.8702	-40
475	93.9816	-40
487	94.0629	-40
500	94.126	-40
515	94.1687	-40
530	94.1833	-40
545	94.1762	-40
560	94.156	-40
580	94.124	-40
600	94.1022	-40
615	94.0998	-40
630	94.1126	-40
650	94.1504	-40
670	94.2048	-40
690	94.268	-40
710	94.333	-40
730	94.3973	-40
750	94.4638	-40
775	94.5587	-40
800	94.6764	-40
825	94.8194	-40
850	94.9784	-40
875	95.1364	-40
900	95.2767	-40
925	95.3901	-40
950	95.4795	-40
975	95.5606	-40
1,000	95.6569	-40
1,030	95.8173	-40
1,060	96.032	-40
1,090	96.2769	-40
1,120	96.507	-40
1,150	96.6787	-40
1,180	96.7631	-40
1,220	96.7462	-40
1,250	96.6542	-40
1,280	96.5026	-40
1,320	96.2231	-40
1,360	95.8401	-40
1,400	95.336	-40
1,450	94.5947	-40
1,500	93.8672	-40
1,550	93.2027	-40
1,600	92.4589	-40
1,650	91.4462	-40
1,700	90.1509	-40
1,750	88.7812	-40
1,800	87.632	-40
1,850	86.9956	-40
1,900	87.0871	-40
1,950	87.8245	-40
2,000	88.8141	-40
2,060	89.867	-40
2,120	90.6858	-40
2,180	91.4012	-40
2,240	92.0813	-40
2,300	92.7138	-40
2,360	93.297	-40
2,430	93.9286	-40
2,500	94.4659	-40
2,580	94.9261	-40
2,650	95.2917	-40
2,720	95.6791	-40
2,800	96.081	-40
2,900	96.4801	-40
3,000	96.8152	-40
3,070	96.9697	-40
3,150	97.101	-40
3,250	97.2557	-40
3,350	97.4294	-40
3,450	97.6086	-40
3,550	97.7254	-40
3,650	97.8283	-40
3,750	97.936	-40
3,870	98.0941	-40
4,000	98.3011	-40
4,120	98.4717	-40
4,250	98.6211	-40
4,370	98.7368	-40
4,500	98.3902	-40
4,620	97.3111	-40
4,750	96.1244	-40
4,870	95.8316	-40
5,000	96.1324	-40
5,150	96.4239	-40
5,300	96.5409	-40
5,450	96.6584	-40
5,600	96.7811	-40
5,800	96.8497	-40
6,000	96.8309	-40
6,150	96.7749	-40
6,300	96.8321	-40
6,500	97.2157	-40
6,700	97.741	-40
6,900	98.0216	-40
7,100	97.8906	-40
7,300	97.653	-40
7,500	97.4383	-40
7,750	96.9896	-40
8,000	96.4479	-40
8,250	96.1525	-40
8,500	96.0307	-40
8,750	96.1418	-40
9,000	96.534	-40
9,250	96.9309	-40
9,500	97.1325	-40
9,750	97.1822	-40
10,000	97.299	-40
10,300	97.6726	-40
10,600	97.9727	-40
10,900	98.0158	-40
11,200	98.091	-40
11,500	98.262	-40
11,800	98.2785	-40
12,200	97.9018	-40
12,500	97.3529	-40
12,800	96.5754	-40
13,200	95.2965	-40
13,600	93.9385	-40
14,000	92.5642	-40
14,500	90.7002	-40
15,000	88.6453	-40
15,500	86.6779	-40
16,000	85.5774	-40
16,500	84.2796	-40
17,000	82.1259	-40
17,500	78.8743	-40
18,000	74.7362	-40
18,500	71.91	-40
19,000	71.6239	-40
19,500	72.3156	-40
23.6	70.9572	-30
24.3	71.1533	-30
25	71.3439	-30
25.8	71.5553	-30
26.5	71.7349	-30
27.2	71.9098	-30
28	72.1044	-30
29	72.3449	-30
30	72.5932	-30
30.7	72.7689	-30
31.5	72.9672	-30
32.5	73.2081	-30
33.5	73.4418	-30
34.5	73.6704	-30
35.5	73.9001	-30
36.5	74.1323	-30
37.5	74.3618	-30
38.7	74.6292	-30
40	74.9104	-30
41.2	75.1673	-30
42.5	75.4466	-30
43.7	75.7003	-30
45	75.9674	-30
46.2	76.209	-30
47.5	76.4686	-30
48.7	76.7066	-30
50	76.9598	-30
51.5	77.2444	-30
53	77.5242	-30
54.5	77.8013	-30
56	78.0731	-30
58	78.4259	-30
60	78.7718	-30
61.5	79.026	-30
63	79.2751	-30
65	79.6004	-30
67	79.9191	-30
69	80.2299	-30
71	80.5335	-30
73	80.8305	-30
75	81.1206	-30
77.5	81.4738	-30
80	81.8171	-30
82.5	82.1506	-30
85	82.4747	-30
87.5	82.7897	-30
90	83.0958	-30
92.5	83.3932	-30
95	83.6823	-30
97.5	83.9633	-30
100	84.2364	-30
103	84.5539	-30
106	84.8607	-30
109	85.1573	-30
112	85.4438	-30
115	85.7207	-30
118	85.9883	-30
122	86.331	-30
125	86.5781	-30
128	86.8167	-30
132	87.1223	-30
136	87.4146	-30
140	87.6938	-30
145	88.0249	-30
150	88.3377	-30
155	88.6332	-30
160	88.9126	-30
165	89.1766	-30
170	89.4257	-30
175	89.6603	-30
180	89.8816	-30
185	90.0903	-30
190	90.2873	-30
195	90.473	-30
200	90.6477	-30
206	90.8434	-30
212	91.025	-30
218	91.1931	-30
224	91.3485	-30
230	91.4918	-30
236	91.6235	-30
243	91.7637	-30
250	91.8907	-30
258	92.0209	-30
265	92.1228	-30
272	92.2146	-30
280	92.3093	-30
290	92.4153	-30
300	92.5115	-30
307	92.5748	-30
315	92.6449	-30
325	92.7319	-30
335	92.8207	-30
345	92.9135	-30
355	93.0118	-30
365	93.1159	-30
375	93.2258	-30
387	93.3638	-30
400	93.5174	-30
412	93.6593	-30
425	93.8089	-30
437	93.9389	-30
450	94.067	-30
462	94.1701	-30
475	94.263	-30
487	94.33	-30
500	94.3817	-30
515	94.4171	-30
530	94.4303	-30
545	94.4269	-30
560	94.4139	-30
580	94.3937	-30
600	94.3829	-30
615	94.3868	-30
630	94.4043	-30
650	94.4476	-30
670	94.5113	-30
690	94.5921	-30
710	94.6868	-30
730	94.7936	-30
750	94.9128	-30
775	95.0787	-30
800	95.2599	-30
825	95.4473	-30
850	95.6257	-30
875	95.7809	-30
900	95.9051	-30
925	96.0012	-30
950	96.0822	-30
975	96.1684	-30
1,000	96.2814	-30
1,030	96.4679	-30
1,060	96.7037	-30
1,090	96.958	-30
1,120	97.1878	-30
1,150	97.3574	-30
1,180	97.4467	-30
1,220	97.4517	-30
1,250	97.3844	-30
1,280	97.2597	-30
1,320	97.0117	-30
1,360	96.6506	-30
1,400	96.1507	-30
1,450	95.3745	-30
1,500	94.5692	-30
1,550	93.841	-30
1,600	93.1207	-30
1,650	92.2427	-30
1,700	91.1625	-30
1,750	90.0234	-30
1,800	89.0344	-30
1,850	88.406	-30
1,900	88.3601	-30
1,950	88.9337	-30
2,000	89.8375	-30
2,060	90.8788	-30
2,120	91.7006	-30
2,180	92.4005	-30
2,240	93.0492	-30
2,300	93.6303	-30
2,360	94.1359	-30
2,430	94.6793	-30
2,500	95.1934	-30
2,580	95.6944	-30
2,650	96.0927	-30
2,720	96.5149	-30
2,800	96.9389	-30
2,900	97.2572	-30
3,000	97.4807	-30
3,070	97.5975	-30
3,150	97.7515	-30
3,250	97.9681	-30
3,350	98.1174	-30
3,450	98.2554	-30
3,550	98.3882	-30
3,650	98.4851	-30
3,750	98.5716	-30
3,870	98.7214	-30
4,000	98.9184	-30
4,120	99.1235	-30
4,250	99.2927	-30
4,370	99.3859	-30
4,500	98.9337	-30
4,620	97.5412	-30
4,750	95.9632	-30
4,870	95.6735	-30
5,000	96.3315	-30
5,150	96.9745	-30
5,300	97.2661	-30
5,450	97.4456	-30
5,600	97.5522	-30
5,800	97.5681	-30
6,000	97.3902	-30
6,150	97.2515	-30
6,300	97.341	-30
6,500	97.8681	-30
6,700	98.5121	-30
6,900	98.9056	-30
7,100	99.0256	-30
7,300	99.1033	-30
7,500	99.1195	-30
7,750	98.9912	-30
8,000	98.8852	-30
8,250	98.9077	-30
8,500	99.124	-30
8,750	99.4233	-30
9,000	99.6025	-30
9,250	99.57	-30
9,500	99.3309	-30
9,750	99.0152	-30
10,000	98.9805	-30
10,300	99.4429	-30
10,600	99.8684	-30
10,900	99.9483	-30
11,200	100.044	-30
11,500	100.198	-30
11,800	100.112	-30
12,200	99.5574	-30
12,500	98.8557	-30
12,800	98.0344	-30
13,200	96.9814	-30
13,600	95.9734	-30
14,000	95.0999	-30
14,500	94.2228	-30
15,000	93.1896	-30
15,500	92.5661	-30
16,000	92.6498	-30
16,500	92.856	-30
17,000	92.7236	-30
17,500	92.3273	-30
18,000	91.8894	-30
18,500	91.4189	-30
19,000	90.7577	-30
19,500	89.7647	-30
23.6	69.2802	-20
24.3	69.5614	-20
25	69.8346	-20
25.8	70.1376	-20
26.5	70.3952	-20
27.2	70.646	-20
28	70.9249	-20
29	71.2643	-20
30	71.598	-20
30.7	71.8275	-20
31.5	72.0843	-20
32.5	72.3963	-20
33.5	72.6988	-20
34.5	72.9933	-20
35.5	73.2826	-20
36.5	73.5678	-20
37.5	73.8468	-20
38.7	74.172	-20
40	74.5134	-20
41.2	74.8214	-20
42.5	75.1496	-20
43.7	75.4454	-20
45	75.7569	-20
46.2	76.0373	-20
47.5	76.3355	-20
48.7	76.6058	-20
50	76.8922	-20
51.5	77.2137	-20
53	77.5277	-20
54.5	77.8352	-20
56	78.1354	-20
58	78.5241	-20
60	78.9015	-20
61.5	79.1774	-20
63	79.4469	-20
65	79.7971	-20
67	80.1375	-20
69	80.4682	-20
71	80.7894	-20
73	81.1018	-20
